stencil,n_classes,g_min_h,n,ell,beta,eps,rho_t,required_gap_h,bodies_per_leaf,required_bodies_per_leaf,compliant,n_classes_required,reg_pairs_per_target,direct_pairs_per_target,f_regularized,speedup_q15,speedup_q25,n_classes_production,direct_pairs_production,f_production,speedup_production_q15,speedup_production_q25
classic_|o|inf<=1,27,1.0000,100000,4,1.5,1e-03,4.789,2.4763,24.4,370.7,0,275,1552.9,6713.9,0.2313,1.345,1.856,275,6713.9,0.2313,1.345,1.856
classic_|o|inf<=1,27,1.0000,100000,5,1.5,1e-03,4.789,4.9526,3.1,370.7,0,1015,1552.9,3097.5,0.5013,1.199,1.427,1015,3097.5,0.5013,1.199,1.427
classic_|o|inf<=1,27,1.0000,100000,6,1.5,1e-03,4.789,9.9052,0.4,370.7,0,6133,1552.9,2339.6,0.6638,1.126,1.253,6133,2339.6,0.6638,1.126,1.253
classic_|o|inf<=1,27,1.0000,1000000,0,1.5,1e-03,4.789,0.0718,1000000.0,370.7,1,27,1552.9,27000000.0,0.0001,1.500,2.500,27,27000000.0,0.0001,1.500,2.500
classic_|o|inf<=1,27,1.0000,1000000,1,1.5,1e-03,4.789,0.1437,125000.0,370.7,1,27,1552.9,3375000.0,0.0005,1.500,2.498,27,3375000.0,0.0005,1.500,2.498
classic_|o|inf<=1,27,1.0000,1000000,2,1.5,1e-03,4.789,0.2873,15625.0,370.7,1,27,1552.9,421875.0,0.0037,1.497,2.486,27,421875.0,0.0037,1.497,2.486
classic_|o|inf<=1,27,1.0000,1000000,3,1.5,1e-03,4.789,0.5747,1953.1,370.7,1,27,1552.9,52734.4,0.0294,1.478,2.394,27,52734.4,0.0294,1.478,2.394
classic_|o|inf<=1,27,1.0000,1000000,4,1.5,1e-03,4.789,1.1494,244.1,370.7,0,81,1552.9,19775.4,0.0785,1.443,2.237,81,19775.4,0.0785,1.443,2.237
classic_|o|inf<=1,27,1.0000,1000000,5,1.5,1e-03,4.789,2.2988,30.5,370.7,0,251,1552.9,7659.9,0.2027,1.362,1.917,251,7659.9,0.2027,1.362,1.917
classic_|o|inf<=1,27,1.0000,1000000,6,1.5,1e-03,4.789,4.5976,3.8,370.7,0,967,1552.9,3688.8,0.4210,1.239,1.532,967,3688.8,0.4210,1.239,1.532
classic_|o|inf<=1,27,1.0000,1000,0,2.0,1e-03,4.789,0.9578,1000.0,878.8,1,27,3680.9,27000.0,0.1363,1.404,2.076,27,27000.0,0.1363,1.404,2.076
classic_|o|inf<=1,27,1.0000,1000,1,2.0,1e-03,4.789,1.9157,125.0,878.8,0,125,3680.9,15625.0,0.2356,1.342,1.847,125,15625.0,0.2356,1.342,1.847
classic_|o|inf<=1,27,1.0000,1000,2,2.0,1e-03,4.789,3.8313,15.6,878.8,0,613,3680.9,9578.1,0.3843,1.258,1.586,613,9578.1,0.3843,1.258,1.586
classic_|o|inf<=1,27,1.0000,1000,3,2.0,1e-03,4.789,7.6626,2.0,878.8,0,3161,3680.9,6173.8,0.5962,1.156,1.320,3161,6173.8,0.5962,1.156,1.320
classic_|o|inf<=1,27,1.0000,1000,4,2.0,1e-03,4.789,15.3253,0.2,878.8,0,20029,3680.9,4889.9,0.7528,1.090,1.174,20029,4889.9,0.7528,1.090,1.174
classic_|o|inf<=1,27,1.0000,1000,5,2.0,1e-03,4.789,30.6506,0.0,878.8,0,139147,3680.9,4246.4,0.8668,1.046,1.087,139147,4246.4,0.8668,1.046,1.087
classic_|o|inf<=1,27,1.0000,1000,6,2.0,1e-03,4.789,61.3011,0.0,878.8,0,1037005,3680.9,3955.9,0.9305,1.024,1.044,1037005,3955.9,0.9305,1.024,1.044
classic_|o|inf<=1,27,1.0000,10000,0,2.0,1e-03,4.789,0.4446,10000.0,878.8,1,27,3680.9,270000.0,0.0136,1.490,2.450,27,270000.0,0.0136,1.490,2.450
classic_|o|inf<=1,27,1.0000,10000,1,2.0,1e-03,4.789,0.8892,1250.0,878.8,1,27,3680.9,33750.0,0.1091,1.422,2.149,27,33750.0,0.1091,1.422,2.149
classic_|o|inf<=1,27,1.0000,10000,2,2.0,1e-03,4.789,1.7783,156.2,878.8,0,125,3680.9,19531.2,0.1885,1.371,1.949,125,19531.2,0.1885,1.371,1.949
classic_|o|inf<=1,27,1.0000,10000,3,2.0,1e-03,4.789,3.5567,19.5,878.8,0,493,3680.9,9628.9,0.3823,1.259,1.589,493,9628.9,0.3823,1.259,1.589
classic_|o|inf<=1,27,1.0000,10000,4,2.0,1e-03,4.789,7.1134,2.4,878.8,0,2657,3680.9,6486.8,0.5674,1.168,1.351,2657,6486.8,0.5674,1.168,1.351
classic_|o|inf<=1,27,1.0000,10000,5,2.0,1e-03,4.789,14.2267,0.3,878.8,0,16255,3680.9,4960.6,0.7420,1.094,1.183,16255,4960.6,0.7420,1.094,1.183
classic_|o|inf<=1,27,1.0000,10000,6,2.0,1e-03,4.789,28.4535,0.0,878.8,0,112571,3680.9,4294.2,0.8572,1.050,1.094,112571,4294.2,0.8572,1.050,1.094
classic_|o|inf<=1,27,1.0000,100000,0,2.0,1e-03,4.789,0.2064,100000.0,878.8,1,27,3680.9,2700000.0,0.0014,1.499,2.495,27,2700000.0,0.0014,1.499,2.495
classic_|o|inf<=1,27,1.0000,100000,1,2.0,1e-03,4.789,0.4127,12500.0,878.8,1,27,3680.9,337500.0,0.0109,1.492,2.460,27,337500.0,0.0109,1.492,2.460
classic_|o|inf<=1,27,1.0000,100000,2,2.0,1e-03,4.789,0.8254,1562.5,878.8,1,27,3680.9,42187.5,0.0873,1.437,2.211,27,42187.5,0.0873,1.437,2.211
classic_|o|inf<=1,27,1.0000,100000,3,2.0,1e-03,4.789,1.6509,195.3,878.8,0,117,3680.9,22851.6,0.1611,1.388,2.014,117,22851.6,0.1611,1.388,2.014
classic_|o|inf<=1,27,1.0000,100000,4,2.0,1e-03,4.789,3.3017,24.4,878.8,0,461,3680.9,11254.9,0.3270,1.289,1.677,461,11254.9,0.3270,1.289,1.677
classic_|o|inf<=1,27,1.0000,100000,5,2.0,1e-03,4.789,6.6035,3.1,878.8,0,2199,3680.9,6710.8,0.5485,1.177,1.372,2199,6710.8,0.5485,1.177,1.372
classic_|o|inf<=1,27,1.0000,100000,6,2.0,1e-03,4.789,13.2069,0.4,878.8,0,13421,3680.9,5119.7,0.7190,1.103,1.203,13421,5119.7,0.7190,1.103,1.203
classic_|o|inf<=1,27,1.0000,1000000,0,2.0,1e-03,4.789,0.0958,1000000.0,878.8,1,27,3680.9,27000000.0,0.0001,1.500,2.499,27,27000000.0,0.0001,1.500,2.499
classic_|o|inf<=1,27,1.0000,1000000,1,2.0,1e-03,4.789,0.1916,125000.0,878.8,1,27,3680.9,3375000.0,0.0011,1.499,2.496,27,3375000.0,0.0011,1.499,2.496
classic_|o|inf<=1,27,1.0000,1000000,2,2.0,1e-03,4.789,0.3831,15625.0,878.8,1,27,3680.9,421875.0,0.0087,1.493,2.468,27,421875.0,0.0087,1.493,2.468
classic_|o|inf<=1,27,1.0000,1000000,3,2.0,1e-03,4.789,0.7663,1953.1,878.8,1,27,3680.9,52734.4,0.0698,1.449,2.263,27,52734.4,0.0698,1.449,2.263
classic_|o|inf<=1,27,1.0000,1000000,4,2.0,1e-03,4.789,1.5325,244.1,878.8,0,117,3680.9,28564.5,0.1289,1.409,2.095,117,28564.5,0.1289,1.409,2.095
classic_|o|inf<=1,27,1.0000,1000000,5,2.0,1e-03,4.789,3.0651,30.5,878.8,0,389,3680.9,11871.3,0.3101,1.299,1.706,389,11871.3,0.3101,1.299,1.706
classic_|o|inf<=1,27,1.0000,1000000,6,2.0,1e-03,4.789,6.1301,3.8,878.8,0,1839,3680.9,7015.2,0.5247,1.188,1.399,1839,7015.2,0.5247,1.188,1.399
classic_|o|inf<=1,27,1.0000,1000,0,2.5,1e-03,4.789,1.1973,1000.0,1716.3,0,81,7189.3,81000.0,0.0888,1.436,2.206,81,81000.0,0.0888,1.436,2.206
classic_|o|inf<=1,27,1.0000,1000,1,2.5,1e-03,4.789,2.3946,125.0,1716.3,0,251,7189.3,31375.0,0.2291,1.346,1.861,251,31375.0,0.2291,1.346,1.861
classic_|o|inf<=1,27,1.0000,1000,2,2.5,1e-03,4.789,4.7892,15.6,1716.3,0,991,7189.3,15484.4,0.4643,1.217,1.474,991,15484.4,0.4643,1.217,1.474
classic_|o|inf<=1,27,1.0000,1000,3,2.5,1e-03,4.789,9.5783,2.0,1716.3,0,5737,7189.3,11205.1,0.6416,1.136,1.274,5737,11205.1,0.6416,1.136,1.274
classic_|o|inf<=1,27,1.0000,1000,4,2.5,1e-03,4.789,19.1566,0.2,1716.3,0,36817,7189.3,8988.5,0.7998,1.071,1.136,36817,8988.5,0.7998,1.071,1.136
classic_|o|inf<=1,27,1.0000,1000,5,2.5,1e-03,4.789,38.3132,0.0,1716.3,0,264155,7189.3,8061.4,0.8918,1.037,1.069,264155,8061.4,0.8918,1.037,1.069
classic_|o|inf<=1,27,1.0000,1000,6,2.5,1e-03,4.789,76.6264,0.0,1716.3,0,1997299,7189.3,7619.1,0.9436,1.019,1.035,1997299,7619.1,0.9436,1.019,1.035
classic_|o|inf<=1,27,1.0000,10000,0,2.5,1e-03,4.789,0.5557,10000.0,1716.3,1,27,7189.3,270000.0,0.0266,1.480,2.404,27,270000.0,0.0266,1.480,2.404
classic_|o|inf<=1,27,1.0000,10000,1,2.5,1e-03,4.789,1.1115,1250.0,1716.3,0,81,7189.3,101250.0,0.0710,1.449,2.259,81,101250.0,0.0710,1.449,2.259
classic_|o|inf<=1,27,1.0000,10000,2,2.5,1e-03,4.789,2.2229,156.2,1716.3,0,179,7189.3,27968.8,0.2570,1.329,1.804,179,27968.8,0.2570,1.329,1.804
classic_|o|inf<=1,27,1.0000,10000,3,2.5,1e-03,4.789,4.4459,19.5,1716.3,0,847,7189.3,16543.0,0.4346,1.232,1.513,847,16543.0,0.4346,1.232,1.513
classic_|o|inf<=1,27,1.0000,10000,4,2.5,1e-03,4.789,8.8917,2.4,1716.3,0,4603,7189.3,11237.8,0.6397,1.136,1.276,4603,11237.8,0.6397,1.136,1.276
classic_|o|inf<=1,27,1.0000,10000,5,2.5,1e-03,4.789,17.7834,0.3,1716.3,0,29945,7189.3,9138.5,0.7867,1.077,1.147,29945,9138.5,0.7867,1.077,1.147
classic_|o|inf<=1,27,1.0000,10000,6,2.5,1e-03,4.789,35.5668,0.0,1716.3,0,212953,7189.3,8123.5,0.8850,1.040,1.074,212953,8123.5,0.8850,1.040,1.074
classic_|o|inf<=1,27,1.0000,100000,0,2.5,1e-03,4.789,0.2579,100000.0,1716.3,1,27,7189.3,2700000.0,0.0027,1.498,2.490,27,2700000.0,0.0027,1.498,2.490
classic_|o|inf<=1,27,1.0000,100000,1,2.5,1e-03,4.789,0.5159,12500.0,1716.3,1,27,7189.3,337500.0,0.0213,1.484,2.423,27,337500.0,0.0213,1.484,2.423
classic_|o|inf<=1,27,1.0000,100000,2,2.5,1e-03,4.789,1.0318,1562.5,1716.3,0,81,7189.3,126562.5,0.0568,1.459,2.304,81,126562.5,0.0568,1.459,2.304
classic_|o|inf<=1,27,1.0000,100000,3,2.5,1e-03,4.789,2.0636,195.3,1716.3,0,179,7189.3,34960.9,0.2056,1.360,1.911,179,34960.9,0.2056,1.360,1.911
classic_|o|inf<=1,27,1.0000,100000,4,2.5,1e-03,4.789,4.1272,24.4,1716.3,0,763,7189.3,18627.9,0.3859,1.257,1.583,763,18627.9,0.3859,1.257,1.583
classic_|o|inf<=1,27,1.0000,100000,5,2.5,1e-03,4.789,8.2543,3.1,1716.3,0,3911,7189.3,11935.4,0.6023,1.153,1.313,3911,11935.4,0.6023,1.153,1.313
classic_|o|inf<=1,27,1.0000,100000,6,2.5,1e-03,4.789,16.5087,0.4,1716.3,0,24423,7189.3,9316.6,0.7717,1.082,1.159,24423,9316.6,0.7717,1.082,1.159
classic_|o|inf<=1,27,1.0000,1000000,0,2.5,1e-03,4.789,0.1197,1000000.0,1716.3,1,27,7189.3,27000000.0,0.0003,1.500,2.499,27,27000000.0,0.0003,1.500,2.499
classic_|o|inf<=1,27,1.0000,1000000,1,2.5,1e-03,4.789,0.2395,125000.0,1716.3,1,27,7189.3,3375000.0,0.0021,1.498,2.492,27,3375000.0,0.0021,1.498,2.492
classic_|o|inf<=1,27,1.0000,1000000,2,2.5,1e-03,4.789,0.4789,15625.0,1716.3,1,27,7189.3,421875.0,0.0170,1.487,2.438,27,421875.0,0.0170,1.487,2.438
classic_|o|inf<=1,27,1.0000,1000000,3,2.5,1e-03,4.789,0.9578,1953.1,1716.3,1,27,7189.3,52734.4,0.1363,1.404,2.076,27,52734.4,0.1363,1.404,2.076
classic_|o|inf<=1,27,1.0000,1000000,4,2.5,1e-03,4.789,1.9157,244.1,1716.3,0,125,7189.3,30517.6,0.2356,1.342,1.847,125,30517.6,0.2356,1.342,1.847
classic_|o|inf<=1,27,1.0000,1000000,5,2.5,1e-03,4.789,3.8313,30.5,1716.3,0,613,7189.3,18707.3,0.3843,1.258,1.586,613,18707.3,0.3843,1.258,1.586
classic_|o|inf<=1,27,1.0000,1000000,6,2.5,1e-03,4.789,7.6626,3.8,1716.3,0,3161,7189.3,12058.3,0.5962,1.156,1.320,3161,12058.3,0.5962,1.156,1.320
classic_|o|inf<=1,27,1.0000,1000,0,1.5,1e-04,5.303,0.7954,1000.0,503.3,1,27,2108.1,27000.0,0.0781,1.444,2.238,27,27000.0,0.0781,1.444,2.238
classic_|o|inf<=1,27,1.0000,1000,1,1.5,1e-04,5.303,1.5909,125.0,503.3,0,117,2108.1,14625.0,0.1441,1.399,2.056,117,14625.0,0.1441,1.399,2.056
classic_|o|inf<=1,27,1.0000,1000,2,1.5,1e-04,5.303,3.1817,15.6,503.3,0,461,2108.1,7203.1,0.2927,1.309,1.737,461,7203.1,0.2927,1.309,1.737
classic_|o|inf<=1,27,1.0000,1000,3,1.5,1e-04,5.303,6.3635,2.0,503.3,0,1983,2108.1,3873.0,0.5443,1.179,1.376,1983,3873.0,0.5443,1.179,1.376
classic_|o|inf<=1,27,1.0000,1000,4,1.5,1e-04,5.303,12.7269,0.2,503.3,0,11939,2108.1,2914.8,0.7233,1.102,1.199,11939,2914.8,0.7233,1.102,1.199
classic_|o|inf<=1,27,1.0000,1000,5,1.5,1e-04,5.303,25.4538,0.0,503.3,0,81661,2108.1,2492.1,0.8459,1.054,1.102,81661,2492.1,0.8459,1.054,1.102
classic_|o|inf<=1,27,1.0000,1000,6,1.5,1e-04,5.303,50.9077,0.0,503.3,0,602107,2108.1,2296.9,0.9178,1.028,1.052,602107,2296.9,0.9178,1.028,1.052
classic_|o|inf<=1,27,1.0000,10000,0,1.5,1e-04,5.303,0.3692,10000.0,503.3,1,27,2108.1,270000.0,0.0078,1.494,2.471,27,270000.0,0.0078,1.494,2.471
classic_|o|inf<=1,27,1.0000,10000,1,1.5,1e-04,5.303,0.7384,1250.0,503.3,1,27,2108.1,33750.0,0.0625,1.455,2.286,27,33750.0,0.0625,1.455,2.286
classic_|o|inf<=1,27,1.0000,10000,2,1.5,1e-04,5.303,1.4768,156.2,503.3,0,117,2108.1,18281.2,0.1153,1.418,2.131,117,18281.2,0.1153,1.418,2.131
classic_|o|inf<=1,27,1.0000,10000,3,1.5,1e-04,5.303,2.9537,19.5,503.3,0,311,2108.1,6074.2,0.3471,1.278,1.644,311,6074.2,0.3471,1.278,1.644
classic_|o|inf<=1,27,1.0000,10000,4,1.5,1e-04,5.303,5.9073,2.4,503.3,0,1641,2108.1,4006.3,0.5262,1.188,1.397,1641,4006.3,0.5262,1.188,1.397
classic_|o|inf<=1,27,1.0000,10000,5,1.5,1e-04,5.303,11.8146,0.3,503.3,0,9837,2108.1,3002.0,0.7022,1.110,1.218,9837,3002.0,0.7022,1.110,1.218
classic_|o|inf<=1,27,1.0000,10000,6,1.5,1e-04,5.303,23.6293,0.0,503.3,0,66581,2108.1,2539.9,0.8300,1.060,1.114,66581,2539.9,0.8300,1.060,1.114
classic_|o|inf<=1,27,1.0000,100000,0,1.5,1e-04,5.303,0.1714,100000.0,503.3,1,27,2108.1,2700000.0,0.0008,1.499,2.497,27,2700000.0,0.0008,1.499,2.497
classic_|o|inf<=1,27,1.0000,100000,1,1.5,1e-04,5.303,0.3427,12500.0,503.3,1,27,2108.1,337500.0,0.0062,1.495,2.477,27,337500.0,0.0062,1.495,2.477
classic_|o|inf<=1,27,1.0000,100000,2,1.5,1e-04,5.303,0.6855,1562.5,503.3,1,27,2108.1,42187.5,0.0500,1.463,2.326,27,42187.5,0.0500,1.463,2.326
classic_|o|inf<=1,27,1.0000,100000,3,1.5,1e-04,5.303,1.3710,195.3,503.3,0,81,2108.1,15820.3,0.1333,1.406,2.084,81,15820.3,0.1333,1.406,2.084
classic_|o|inf<=1,27,1.0000,100000,4,1.5,1e-04,5.303,2.7419,24.4,503.3,0,275,2108.1,6713.9,0.3140,1.296,1.700,275,6713.9,0.3140,1.296,1.700
classic_|o|inf<=1,27,1.0000,100000,5,1.5,1e-04,5.303,5.4839,3.1,503.3,0,1461,2108.1,4458.6,0.4728,1.213,1.463,1461,4458.6,0.4728,1.213,1.463
classic_|o|inf<=1,27,1.0000,100000,6,1.5,1e-04,5.303,10.9677,0.4,503.3,0,7995,2108.1,3049.9,0.6912,1.115,1.227,7995,3049.9,0.6912,1.115,1.227
classic_|o|inf<=1,27,1.0000,1000000,0,1.5,1e-04,5.303,0.0795,1000000.0,503.3,1,27,2108.1,27000000.0,0.0001,1.500,2.500,27,27000000.0,0.0001,1.500,2.500
classic_|o|inf<=1,27,1.0000,1000000,1,1.5,1e-04,5.303,0.1591,125000.0,503.3,1,27,2108.1,3375000.0,0.0006,1.500,2.498,27,3375000.0,0.0006,1.500,2.498
classic_|o|inf<=1,27,1.0000,1000000,2,1.5,1e-04,5.303,0.3182,15625.0,503.3,1,27,2108.1,421875.0,0.0050,1.496,2.481,27,421875.0,0.0050,1.496,2.481
classic_|o|inf<=1,27,1.0000,1000000,3,1.5,1e-04,5.303,0.6363,1953.1,503.3,1,27,2108.1,52734.4,0.0400,1.471,2.359,27,52734.4,0.0400,1.471,2.359
classic_|o|inf<=1,27,1.0000,1000000,4,1.5,1e-04,5.303,1.2727,244.1,503.3,0,81,2108.1,19775.4,0.1066,1.424,2.155,81,19775.4,0.1066,1.424,2.155
classic_|o|inf<=1,27,1.0000,1000000,5,1.5,1e-04,5.303,2.5454,30.5,503.3,0,275,2108.1,8392.3,0.2512,1.333,1.816,275,8392.3,0.2512,1.333,1.816
classic_|o|inf<=1,27,1.0000,1000000,6,1.5,1e-04,5.303,5.0908,3.8,503.3,0,1141,2108.1,4352.6,0.4843,1.208,1.448,1141,4352.6,0.4843,1.208,1.448
classic_|o|inf<=1,27,1.0000,1000,0,2.0,1e-04,5.303,1.0606,1000.0,1193.0,0,81,4997.1,81000.0,0.0617,1.455,2.288,81,81000.0,0.0617,1.455,2.288
classic_|o|inf<=1,27,1.0000,1000,1,2.0,1e-04,5.303,2.1212,125.0,1193.0,0,179,4997.1,22375.0,0.2233,1.349,1.873,179,22375.0,0.2233,1.349,1.873
classic_|o|inf<=1,27,1.0000,1000,2,2.0,1e-04,5.303,4.2423,15.6,1193.0,0,763,4997.1,11921.9,0.4192,1.240,1.535,763,11921.9,0.4192,1.240,1.535
classic_|o|inf<=1,27,1.0000,1000,3,2.0,1e-04,5.303,8.4846,2.0,1193.0,0,4055,4997.1,7919.9,0.6309,1.140,1.284,4055,7919.9,0.6309,1.140,1.284
classic_|o|inf<=1,27,1.0000,1000,4,2.0,1e-04,5.303,16.9692,0.2,1193.0,0,26055,4997.1,6361.1,0.7856,1.077,1.148,26055,6361.1,0.7856,1.077,1.148
classic_|o|inf<=1,27,1.0000,1000,5,2.0,1e-04,5.303,33.9385,0.0,1193.0,0,185693,4997.1,5666.9,0.8818,1.041,1.076,185693,5666.9,0.8818,1.041,1.076
classic_|o|inf<=1,27,1.0000,1000,6,2.0,1e-04,5.303,67.8769,0.0,1193.0,0,1397985,4997.1,5332.9,0.9370,1.021,1.039,1397985,5332.9,0.9370,1.021,1.039
classic_|o|inf<=1,27,1.0000,10000,0,2.0,1e-04,5.303,0.4923,10000.0,1193.0,1,27,4997.1,270000.0,0.0185,1.486,2.432,27,270000.0,0.0185,1.486,2.432
classic_|o|inf<=1,27,1.0000,10000,1,2.0,1e-04,5.303,0.9846,1250.0,1193.0,1,27,4997.1,33750.0,0.1481,1.397,2.046,27,33750.0,0.1481,1.397,2.046
classic_|o|inf<=1,27,1.0000,10000,2,2.0,1e-04,5.303,1.9691,156.2,1193.0,0,125,4997.1,19531.2,0.2558,1.330,1.807,125,19531.2,0.2558,1.330,1.807
classic_|o|inf<=1,27,1.0000,10000,3,2.0,1e-04,5.303,3.9382,19.5,1193.0,0,613,4997.1,11972.7,0.4174,1.241,1.537,613,11972.7,0.4174,1.241,1.537
classic_|o|inf<=1,27,1.0000,10000,4,2.0,1e-04,5.303,7.8764,2.4,1193.0,0,3449,4997.1,8420.4,0.5934,1.157,1.323,3449,8420.4,0.5934,1.157,1.323
classic_|o|inf<=1,27,1.0000,10000,5,2.0,1e-04,5.303,15.7528,0.3,1193.0,0,21417,4997.1,6535.9,0.7646,1.085,1.165,21417,6535.9,0.7646,1.085,1.165
classic_|o|inf<=1,27,1.0000,10000,6,2.0,1e-04,5.303,31.5057,0.0,1193.0,0,150669,4997.1,5747.6,0.8694,1.046,1.085,150669,5747.6,0.8694,1.046,1.085
classic_|o|inf<=1,27,1.0000,100000,0,2.0,1e-04,5.303,0.2285,100000.0,1193.0,1,27,4997.1,2700000.0,0.0019,1.499,2.493,27,2700000.0,0.0019,1.499,2.493
classic_|o|inf<=1,27,1.0000,100000,1,2.0,1e-04,5.303,0.4570,12500.0,1193.0,1,27,4997.1,337500.0,0.0148,1.489,2.446,27,337500.0,0.0148,1.489,2.446
classic_|o|inf<=1,27,1.0000,100000,2,2.0,1e-04,5.303,0.9140,1562.5,1193.0,1,27,4997.1,42187.5,0.1184,1.416,2.123,27,42187.5,0.1184,1.416,2.123
classic_|o|inf<=1,27,1.0000,100000,3,2.0,1e-04,5.303,1.8280,195.3,1193.0,0,125,4997.1,24414.1,0.2047,1.361,1.913,125,24414.1,0.2047,1.361,1.913
classic_|o|inf<=1,27,1.0000,100000,4,2.0,1e-04,5.303,3.6559,24.4,1193.0,0,565,4997.1,13793.9,0.3623,1.270,1.620,565,13793.9,0.3623,1.270,1.620
classic_|o|inf<=1,27,1.0000,100000,5,2.0,1e-04,5.303,7.3118,3.1,1193.0,0,2897,4997.1,8840.9,0.5652,1.169,1.353,2897,8840.9,0.5652,1.169,1.353
classic_|o|inf<=1,27,1.0000,100000,6,2.0,1e-04,5.303,14.6236,0.4,1193.0,0,17527,4997.1,6686.0,0.7474,1.092,1.179,17527,6686.0,0.7474,1.092,1.179
classic_|o|inf<=1,27,1.0000,1000000,0,2.0,1e-04,5.303,0.1061,1000000.0,1193.0,1,27,4997.1,27000000.0,0.0002,1.500,2.499,27,27000000.0,0.0002,1.500,2.499
classic_|o|inf<=1,27,1.0000,1000000,1,2.0,1e-04,5.303,0.2121,125000.0,1193.0,1,27,4997.1,3375000.0,0.0015,1.499,2.494,27,3375000.0,0.0015,1.499,2.494
classic_|o|inf<=1,27,1.0000,1000000,2,2.0,1e-04,5.303,0.4242,15625.0,1193.0,1,27,4997.1,421875.0,0.0118,1.491,2.456,27,421875.0,0.0118,1.491,2.456
classic_|o|inf<=1,27,1.0000,1000000,3,2.0,1e-04,5.303,0.8485,1953.1,1193.0,1,27,4997.1,52734.4,0.0948,1.432,2.189,27,52734.4,0.0948,1.432,2.189
classic_|o|inf<=1,27,1.0000,1000000,4,2.0,1e-04,5.303,1.6969,244.1,1193.0,0,117,4997.1,28564.5,0.1749,1.379,1.980,117,28564.5,0.1749,1.379,1.980
classic_|o|inf<=1,27,1.0000,1000000,5,2.0,1e-04,5.303,3.3938,30.5,1193.0,0,485,4997.1,14801.0,0.3376,1.283,1.660,485,14801.0,0.3376,1.283,1.660
classic_|o|inf<=1,27,1.0000,1000000,6,2.0,1e-04,5.303,6.7877,3.8,1193.0,0,2391,4997.1,9120.9,0.5479,1.177,1.372,2391,9120.9,0.5479,1.177,1.372
classic_|o|inf<=1,27,1.0000,1000,0,2.5,1e-04,5.303,1.3257,1000.0,2330.0,0,81,9759.9,81000.0,0.1205,1.415,2.117,81,81000.0,0.1205,1.415,2.117
classic_|o|inf<=1,27,1.0000,1000,1,2.5,1e-04,5.303,2.6514,125.0,2330.0,0,275,9759.9,34375.0,0.2839,1.314,1.753,275,34375.0,0.2839,1.314,1.753
classic_|o|inf<=1,27,1.0000,1000,2,2.5,1e-04,5.303,5.3029,15.6,2330.0,0,1293,9759.9,20203.1,0.4831,1.208,1.450,1293,20203.1,0.4831,1.208,1.450
classic_|o|inf<=1,27,1.0000,1000,3,2.5,1e-04,5.303,10.6058,2.0,2330.0,0,7299,9759.9,14255.9,0.6846,1.117,1.233,7299,14255.9,0.6846,1.117,1.233
classic_|o|inf<=1,27,1.0000,1000,4,2.5,1e-04,5.303,21.2115,0.2,2330.0,0,48849,9759.9,11926.0,0.8184,1.064,1.122,48849,11926.0,0.8184,1.064,1.122
classic_|o|inf<=1,27,1.0000,1000,5,2.5,1e-04,5.303,42.4231,0.0,2330.0,0,354339,9759.9,10813.6,0.9026,1.034,1.062,354339,10813.6,0.9026,1.034,1.062
classic_|o|inf<=1,27,1.0000,1000,6,2.5,1e-04,5.303,84.8461,0.0,2330.0,0,2695407,9759.9,10282.2,0.9492,1.017,1.031,2695407,10282.2,0.9492,1.017,1.031
classic_|o|inf<=1,27,1.0000,10000,0,2.5,1e-04,5.303,0.6153,10000.0,2330.0,1,27,9759.9,270000.0,0.0361,1.473,2.371,27,270000.0,0.0361,1.473,2.371
classic_|o|inf<=1,27,1.0000,10000,1,2.5,1e-04,5.303,1.2307,1250.0,2330.0,0,81,9759.9,101250.0,0.0964,1.431,2.184,81,101250.0,0.0964,1.431,2.184
classic_|o|inf<=1,27,1.0000,10000,2,2.5,1e-04,5.303,2.4614,156.2,2330.0,0,275,9759.9,42968.8,0.2271,1.347,1.865,275,42968.8,0.2271,1.347,1.865
classic_|o|inf<=1,27,1.0000,10000,3,2.5,1e-04,5.303,4.9228,19.5,2330.0,0,1015,9759.9,19824.2,0.4923,1.204,1.438,1015,19824.2,0.4923,1.204,1.438
classic_|o|inf<=1,27,1.0000,10000,4,2.5,1e-04,5.303,9.8455,2.4,2330.0,0,5905,9759.9,14416.5,0.6770,1.121,1.240,5905,14416.5,0.6770,1.121,1.240
classic_|o|inf<=1,27,1.0000,10000,5,2.5,1e-04,5.303,19.6910,0.3,2330.0,0,39649,9759.9,12099.9,0.8066,1.069,1.131,39649,12099.9,0.8066,1.069,1.131
classic_|o|inf<=1,27,1.0000,10000,6,2.5,1e-04,5.303,39.3821,0.0,2330.0,0,286313,9759.9,10922.0,0.8936,1.037,1.068,286313,10922.0,0.8936,1.037,1.068
classic_|o|inf<=1,27,1.0000,100000,0,2.5,1e-04,5.303,0.2856,100000.0,2330.0,1,27,9759.9,2700000.0,0.0036,1.497,2.487,27,2700000.0,0.0036,1.497,2.487
classic_|o|inf<=1,27,1.0000,100000,1,2.5,1e-04,5.303,0.5712,12500.0,2330.0,1,27,9759.9,337500.0,0.0289,1.479,2.396,27,337500.0,0.0289,1.479,2.396
classic_|o|inf<=1,27,1.0000,100000,2,2.5,1e-04,5.303,1.1425,1562.5,2330.0,0,81,9759.9,126562.5,0.0771,1.444,2.241,81,126562.5,0.0771,1.444,2.241
